,dG0_prime,dG0_prime_std,dGm_prime,logRI,formula
"{u'C00010': -1, u'C00011': 1, u'C00026': -1, u'C00080': 1, u'C00004': 1, u'C00003': -1, u'C00091': 1}",-28.77,3.92,-28.77,-3.87,C00003 + C00010 + C00026 <=> C00004 + C00011 + C00080 + C00091
"{u'C00062': -1, u'C00014': 1, u'C00327': 1, u'C00001': -1}",-34.74,3.4,-51.85,-13.95,C00001 + C00062 <=> C00014 + C00327
"{u'C01628': -1, u'C01119': -1, u'C00001': -1, u'C00265': 1, u'C16711': 1}",-0.02,0.0,-0.02,-0.0,C00001 + C01119 + C01628 <=> C00265 + C16711
"{u'C01328': 1, u'C00014': 1, u'C07331': 1, u'C00001': -2.0, u'C01755': -1}",84.84,0.0,50.61,10.21,2 C00001 + C01755 <=> C00014 + C01328 + C07331
"{u'C00387': -1, u'C00002': -1, u'C00144': 1, u'C00008': 1}",-21.59,3.41,-21.59,-4.36,C00002 + C00387 <=> C00008 + C00144
"{u'C00151': -1, u'C17216': -1, u'C00161': 1, u'C17217': 1}",170.61,0.0,170.61,34.43,C00151 + C17216 <=> C00161 + C17217
"{u'C00080': 1, u'C00004': 1, u'C00003': -1, u'C00193': 1, u'C03485': -1}",20.62,1.01,20.62,4.16,C00003 + C03485 <=> C00004 + C00080 + C00193
"{u'C00010': 1, u'C00083': -1, u'C16223': -1, u'C16224': 1}",-1.29,2.17,-1.29,-0.26,C00083 + C16223 <=> C00010 + C16224
"{u'C11894': 1, u'C00013': 1, u'C00353': -1}",-439.92,200000.0,-457.04,-122.98,C00353 <=> C00013 + C11894
"{u'C00013': 1, u'C01228': -1, u'C00001': -1, u'C00035': 1}",-22.36,7.6,-39.48,-10.62,C00001 + C01228 <=> C00013 + C00035
"{u'C00319': -1, u'C00008': 1, u'C06124': 1, u'C00002': -1}",-10.12,1.22,-10.12,-2.04,C00002 + C00319 <=> C00008 + C06124
"{u'C16237': 1, u'C00004': 1, u'C00003': -1, u'C16832': -1, u'C00080': 1}",40.03,0.0,40.03,8.08,C00003 + C16832 <=> C00004 + C00080 + C16237
"{u'C03231': 1, u'C03069': -1, u'C00009': 1, u'C00008': 1, u'C00288': -1, u'C00002': -1}",-11.54,1.51,-11.54,-1.55,C00002 + C00288 + C03069 <=> C00008 + C00009 + C03231
"{u'C01179': 1, u'C00027': 1, u'C00014': 1, u'C00082': -1, u'C00007': -1, u'C00001': -1}",-95.92,4.72,-113.03,-18.25,C00001 + C00007 + C00082 <=> C00014 + C00027 + C01179
"{u'C08886': 1, u'C03963': -1, u'C00029': -1, u'C00015': 1}",-14.33,2.19,-14.33,-2.89,C00029 + C03963 <=> C00015 + C08886
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C00042': 1, u'C11868': 1, u'C11864': -1}",-0.02,0.0,-0.02,-0.0,C00007 + C00026 + C11864 <=> C00011 + C00042 + C11868
"{u'C00008': 1, u'C04477': -1, u'C01284': 1, u'C00002': -1}",-31.6,1.39,-31.6,-6.38,C00002 + C04477 <=> C00008 + C01284
"{u'C14781': -1, u'C00001': -1, u'C14782': 1}",25.17,2.9,25.17,10.16,C00001 + C14781 <=> C14782
"{u'C00014': -1, u'C00009': 1, u'C00008': 1, u'C00080': -1, u'C00002': -1, u'C01573': -1, u'C02872': 1}",-124.54,0.0,-124.54,-16.75,C00002 + C00014 + C00080 + C01573 <=> C00008 + C00009 + C02872
"{u'C11038': -1, u'C00008': -1, u'C00002': 1, u'C03997': 1}",-1.4,1.28,-1.4,-0.28,C00008 + C11038 <=> C00002 + C03997
"{u'C00124': 1, u'C05402': 1, u'C05404': -1, u'C00001': -1}",12.05,5.03,-5.06,-1.36,C00001 + C05404 <=> C00124 + C05402
"{u'C00006': -1, u'C00005': 1, u'C05761': -1, u'C05760': 1, u'C00080': 1}",36.79,0.0,36.79,7.43,C00006 + C05761 <=> C00005 + C00080 + C05760
"{u'C00037': 1, u'C00030': 1, u'C00028': -1, u'C00067': 1, u'C00001': -1, u'C00213': -1}",-84.96,0.0,-102.08,-16.48,C00001 + C00028 + C00213 <=> C00030 + C00037 + C00067
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C07271': 1, u'C06099': -1}",-340.33,100000.0,-323.21,-52.18,C00005 + C00007 + C00080 + C06099 <=> C00001 + C00006 + C07271
"{u'C16463': 1, u'C00013': 2.0, u'C00044': -2.0}",42.87,6.89,25.75,4.16,2 C00044 <=> 2 C00013 + C16463
"{u'C00007': -1, u'C07088': -2.0, u'C00048': 2.0, u'C02124': 2.0}",-313.22,5.47,-330.34,-38.09,C00007 + 2 C07088 <=> 2 C00048 + 2 C02124
"{u'C00006': -1, u'C04373': -1, u'C00080': 1, u'C00005': 1, u'C03772': 1}",4.0,1.56,4.0,0.81,C00006 + C04373 <=> C00005 + C00080 + C03772
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C00951': -1, u'C05301': 1}",-439.7,3.7,-422.59,-68.22,C00005 + C00007 + C00080 + C00951 <=> C00001 + C00006 + C05301
"{u'C00446': -1, u'C00029': -1, u'C00103': 1, u'C00052': 1}",-2.88,1.75,-2.88,-0.58,C00029 + C00446 <=> C00052 + C00103
"{u'C18215': 1, u'C14298': -1}",-159.27,0.5,-159.27,-64.28,C14298 <=> C18215
"{u'C00026': -1, u'C00009': 1, u'C00008': 1, u'C00002': -1, u'C00288': -1, u'C05379': 1}",-7.6,2.77,-7.6,-1.02,C00002 + C00026 + C00288 <=> C00008 + C00009 + C05379
"{u'C00253': -1, u'C00080': 2.0, u'C00923': -2.0, u'C00924': 2.0, u'C00001': -1, u'C01020': 1}",-84.91,0.0,-84.91,-11.42,C00001 + C00253 + 2 C00923 <=> 2 C00080 + 2 C00924 + C01020
"{u'C06203': 1, u'C06202': -1, u'C00001': 1, u'C00022': -1}",-9.86,2.08,7.25,1.95,C00022 + C06202 <=> C00001 + C06203
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C06629': -1, u'C06628': 1, u'C00001': 1}",-438.73,3.57,-421.61,-68.07,C00005 + C00007 + C00080 + C06629 <=> C00001 + C00006 + C06628
"{u'C00011': 1, u'C05810': 1, u'C05809': -1}",-8.89,3.33,-26.0,-7.0,C05809 <=> C00011 + C05810
"{u'C00062': -1, u'C00792': 1}",7.29,4.94,7.29,2.94,C00062 <=> C00792
"{u'C00003': -1, u'C06649': -1, u'C00004': 1, u'C06650': 1, u'C00080': 1}",12.12,100000.0,12.12,2.45,C00003 + C06649 <=> C00004 + C00080 + C06650
"{u'C00019': -1, u'C00021': 1, u'C12633': -1, u'C11620': 1}",-11.08,100000.0,-11.08,-2.24,C00019 + C12633 <=> C00021 + C11620
"{u'C02350': -1, u'C00499': 1, u'C00001': -1}",-57.69,9.46,-57.69,-23.28,C00001 + C02350 <=> C00499
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C04814': 1, u'C04530': -1}",-392.94,3.13,-375.82,-60.67,C00005 + C00007 + C00080 + C04530 <=> C00001 + C00006 + C04814
"{u'C00006': -1, u'C00005': 1, u'C01146': 1, u'C00258': -1, u'C00080': 1}",30.95,1.74,30.95,6.25,C00006 + C00258 <=> C00005 + C00080 + C01146
"{u'C00010': 1, u'C00024': -1, u'C00979': 1, u'C00065': -1}",-6.86,2.96,-6.86,-1.38,C00024 + C00065 <=> C00010 + C00979
"{u'C16618': 1, u'C00080': 1, u'C00004': 1, u'C00003': -1, u'C00001': -1, u'C04646': -1}",-45.44,0.0,-45.44,-9.17,C00001 + C00003 + C04646 <=> C00004 + C00080 + C16618
"{u'C01367': -1, u'C00212': 1, u'C00001': -1, u'C00009': 1}",-15.13,2.94,-32.24,-8.68,C00001 + C01367 <=> C00009 + C00212
"{u'C00013': 1, u'C00001': -1, u'C00009': 1, u'C00536': -1}",-27.25,0.0,-44.37,-11.94,C00001 + C00536 <=> C00009 + C00013
"{u'C00080': -1, u'C00979': -1, u'C02932': -1, u'C04446': 1, u'C00033': 1}",-20.06,3.63,-20.06,-4.05,C00080 + C00979 + C02932 <=> C00033 + C04446
"{u'C00583': -1, u'C00001': 1, u'C00479': 1}",-37.34,1.96,-37.34,-15.07,C00583 <=> C00001 + C00479
"{u'C19623': 1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C08281': -1}",-392.94,3.13,-375.82,-60.67,C00005 + C00007 + C00080 + C08281 <=> C00001 + C00006 + C19623
"{u'C00006': -1, u'C00005': 1, u'C02943': 1, u'C03930': -1, u'C00080': 1}",4.0,1.56,4.0,0.81,C00006 + C03930 <=> C00005 + C00080 + C02943
"{u'C00042': -1, u'C00122': 1, u'C00004': 1, u'C00003': -1, u'C00080': 1}",60.64,2.09,60.64,12.24,C00003 + C00042 <=> C00004 + C00080 + C00122
"{u'C00231': 1, u'C00117': 1, u'C00118': -1, u'C05382': -1}",3.82,1.94,3.82,0.77,C00118 + C05382 <=> C00117 + C00231
"{u'C05328': 1, u'C02837': -1}",0.0,0.0,0.0,0.0,C02837 <=> C05328
"{u'C00001': -1, u'C00014': -1, u'C00028': -1, u'C00030': 1, u'C00192': 1}",-126.49,0.0,-126.49,-25.53,C00001 + C00014 + C00028 <=> C00030 + C00192
"{u'C00010': 1, u'C16349': 1, u'C08725': -1, u'C00223': -1}",-363.09,141421.36,-363.09,-73.27,C00223 + C08725 <=> C00010 + C16349
"{u'C00014': -1, u'C00009': 1, u'C00008': 1, u'C05893': -1, u'C00002': -1, u'C05894': 1}",-11.04,2.25,-11.04,-1.48,C00002 + C00014 + C05893 <=> C00008 + C00009 + C05894
"{u'C12424': -1, u'C12425': 1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00080': -1, u'C00001': 1}",-439.24,3.57,-422.13,-68.15,C00005 + C00007 + C00080 + C12424 <=> C00001 + C00006 + C12425
"{u'C00007': -1, u'C07101': -1, u'C00004': -2.0, u'C00003': 2.0, u'C06600': 1, u'C01328': 1, u'C00698': 1}",88.08,0.0,70.96,6.36,2 C00004 + C00007 + C07101 <=> 2 C00003 + C00698 + C01328 + C06600
"{u'C05952': 1, u'C00037': 1, u'C05951': -1, u'C00001': -1}",-2.87,2.19,-19.99,-5.38,C00001 + C05951 <=> C00037 + C05952
"{u'C00010': 9.0, u'C00011': 8.0, u'C00021': 1, u'C00024': -1, u'C00006': 11.0, u'C00005': -11.0, u'C00080': -11.0, u'C00001': 6.0, u'C15536': 1, u'C00019': -1, u'C00083': -8.0}",-338.98,100000.01,-493.01,-7.8,11 C00005 + C00019 + C00024 + 11 C00080 + 8 C00083 <=> 6 C00001 + 11 C00006 + 9 C00010 + 8 C00011 + C00021 + C15536
"{u'C00011': 1, u'C00014': 1, u'C00033': 1, u'C00001': -2.0, u'C00232': 1, u'C01215': -1}",-52.15,4.26,-103.49,-16.71,2 C00001 + C01215 <=> C00011 + C00014 + C00033 + C00232
"{u'C02347': -1, u'C16687': 1, u'C00144': 1, u'C00096': -1}",217.45,70710.68,217.45,43.88,C00096 + C02347 <=> C00144 + C16687
"{u'C00530': -1, u'C00127': -1, u'C00051': 2.0, u'C06601': 1, u'C01327': -1}",44.37,0.0,44.37,5.97,C00127 + C00530 + C01327 <=> 2 C00051 + C06601
"{u'C16703': -1, u'C00006': 1, u'C00005': -1, u'C12173': 1}",48.12,0.0,48.12,9.71,C00005 + C16703 <=> C00006 + C12173
"{u'C01080': 1, u'C00876': -1, u'C04330': 1, u'C04377': -1}",18.89,4.42,18.89,3.81,C00876 + C04377 <=> C01080 + C04330
"{u'C00011': 1, u'C12316': 1, u'C00026': -1, u'C00007': -1, u'C00001': 1, u'C00042': 1, u'C05906': -1}",-506.64,4.98,-506.64,-68.16,C00007 + C00026 + C05906 <=> C00001 + C00011 + C00042 + C12316
"{u'C00036': -1, u'C00011': 1, u'C00002': -1, u'C00074': 1, u'C00008': 1}",10.98,3.16,-6.14,-0.99,C00002 + C00036 <=> C00008 + C00011 + C00074
"{u'C13747': -1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00067': 1, u'C00001': 1, u'C16353': 1}",-416.74,3.69,-416.74,-56.07,C00005 + C00007 + C00080 + C13747 <=> C00001 + C00006 + C00067 + C16353
"{u'C18241': -1, u'C18242': 1, u'C01327': 1}",1.62,0.0,-15.5,-4.17,C18241 <=> C01327 + C18242
"{u'C00019': -1, u'C12432': -1, u'C00021': 1, u'C01907': 1}",-10.33,100000.0,-10.33,-2.09,C00019 + C12432 <=> C00021 + C01907
"{u'C00011': 1, u'C06564': -1, u'C00026': -1, u'C00007': -1, u'C00001': 1, u'C00042': 1, u'C06565': 1}",-601.54,7.98,-601.54,-80.93,C00007 + C00026 + C06564 <=> C00001 + C00011 + C00042 + C06565
"{u'C14180': 1, u'C00051': -1, u'C00067': -1}",-11.7,2.81,5.42,1.46,C00051 + C00067 <=> C14180
"{u'C07130': -1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00067': 1, u'C00001': 1, u'C16357': 1}",-416.77,3.69,-416.77,-56.07,C00005 + C00007 + C00080 + C07130 <=> C00001 + C00006 + C00067 + C16357
"{u'C00216': -1, u'C00006': -1, u'C00005': 1, u'C00652': 1, u'C00080': 1}",-25.87,2.5,-25.87,-5.22,C00006 + C00216 <=> C00005 + C00080 + C00652
"{u'C00029': -1, u'C00015': 1, u'C15582': 1, u'C15581': -1}",-14.33,2.19,-14.33,-2.89,C00029 + C15581 <=> C00015 + C15582
"{u'C02004': 1, u'C00013': 1, u'C00448': -1}",-206.48,100000.0,-223.59,-60.16,C00448 <=> C00013 + C02004
"{u'C16542': 1, u'C16641': -1}",-393.53,100000.0,-393.53,-158.83,C16641 <=> C16542
"{u'C07024': 1, u'C00004': 1, u'C00003': -1, u'C00002': -1, u'C00080': 1}",2.83,4.02,2.83,0.57,C00002 + C00003 <=> C00004 + C00080 + C07024
"{u'C00006': -1, u'C00005': 1, u'C00124': -1, u'C03383': 1, u'C00080': 1}",-17.07,1.39,-17.07,-3.44,C00006 + C00124 <=> C00005 + C00080 + C03383
"{u'C00184': 1, u'C00116': -1, u'C00028': -1, u'C00030': 1}",-84.91,0.0,-84.91,-17.14,C00028 + C00116 <=> C00030 + C00184
"{u'C00299': -1, u'C00105': 1, u'C00286': -1, u'C00361': 1}",-21.14,3.94,-21.14,-4.27,C00286 + C00299 <=> C00105 + C00361
"{u'C00043': -1, u'C05898': 1, u'C05897': -1, u'C00015': 1}",-16.53,3.49,-16.53,-3.34,C00043 + C05897 <=> C00015 + C05898
"{u'C09844': 1, u'C11393': -1}",43.02,223606.8,43.02,17.36,C11393 <=> C09844
"{u'C19617': -1, u'C19618': 1}",-262.49,0.83,-262.49,-105.94,C19617 <=> C19618
"{u'C00423': 1, u'C00004': 1, u'C00003': -1, u'C05629': -1, u'C00080': 1}",55.62,4.07,55.62,11.23,C00003 + C05629 <=> C00004 + C00080 + C00423
"{u'C00341': -1, u'C00013': 1, u'C06076': 1}",-250.36,100000.0,-267.48,-71.97,C00341 <=> C00013 + C06076
"{u'C00010': -1, u'C00036': 1, u'C01832': 1, u'C00001': 1, u'C04655': -1}",38.92,2.76,38.92,7.85,C00010 + C04655 <=> C00001 + C00036 + C01832
"{u'C00080': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C11811': -1, u'C00129': 1}",-59.17,1.86,-59.17,-11.94,C00005 + C00080 + C11811 <=> C00001 + C00006 + C00129
"{u'C00011': 1, u'C00831': 1, u'C04079': -1}",-18.03,3.11,-35.15,-9.46,C04079 <=> C00011 + C00831
"{u'C07303': 1, u'C00406': -1, u'C00001': -1}",-0.71,1.48,-0.71,-0.29,C00001 + C00406 <=> C07303
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C15513': 1, u'C15512': -1}",-427.81,3.58,-410.69,-66.3,C00005 + C00007 + C00080 + C15512 <=> C00001 + C00006 + C15513
"{u'C00003': -1, u'C05960': 1, u'C00004': 1, u'C00639': -1, u'C00080': 1}",18.14,0.98,18.14,3.66,C00003 + C00639 <=> C00004 + C00080 + C05960
"{u'C00475': -1, u'C00620': 1, u'C00380': 1, u'C00009': -1}",14.01,2.34,14.01,2.83,C00009 + C00475 <=> C00380 + C00620
"{u'C00019': -1, u'C00021': 1, u'C11927': -1, u'C11915': 1, u'C00080': 1}",-15.63,100000.0,-15.63,-3.15,C00019 + C11927 <=> C00021 + C00080 + C11915
"{u'C00019': -1, u'C01477': -1, u'C00021': 1, u'C01470': 1}",-10.51,100000.0,-10.51,-2.12,C00019 + C01477 <=> C00021 + C01470
"{u'C11150': 1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00080': -1, u'C00001': 1, u'C07490': -1}",-541.55,3.17,-524.44,-84.67,C00005 + C00007 + C00080 + C07490 <=> C00001 + C00006 + C11150
"{u'C00011': 1, u'C05662': -1, u'C00080': 1, u'C00322': 1, u'C00004': 1, u'C00003': -1}",10.01,4.32,-7.1,-1.15,C00003 + C05662 <=> C00004 + C00011 + C00080 + C00322
"{u'C04076': 1, u'C00041': 1, u'C00047': -1, u'C00022': -1}",-1.39,2.26,-1.39,-0.28,C00022 + C00047 <=> C00041 + C04076
"{u'C03576': 1, u'C11498': -1, u'C11507': 1}",10.35,3.67,-6.76,-1.82,C11498 <=> C03576 + C11507
"{u'C05258': -1, u'C00001': 1, u'C05272': 1}",0.7,1.48,0.7,0.28,C05258 <=> C00001 + C05272
"{u'C00007': -1, u'C00014': 1, u'C06335': -1, u'C06674': 1, u'C00080': -2.0}",-393.86,4.15,-393.86,-79.48,C00007 + 2 C00080 + C06335 <=> C00014 + C06674
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C00001': 1, u'C00042': 1, u'C02034': 1, u'C06095': -1}",-0.02,0.0,-0.02,-0.0,C00007 + C00026 + C06095 <=> C00001 + C00011 + C00042 + C02034
"{u'C13637': -1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C13638': 1, u'C00001': 1}",-395.09,3.1,-377.97,-61.02,C00005 + C00007 + C00080 + C13637 <=> C00001 + C00006 + C13638
"{u'C03161': 1, u'C00007': -1, u'C00001': 1, u'C17735': 1, u'C03024': -1, u'C15793': -1}",84.91,0.0,102.03,16.47,C00007 + C03024 + C15793 <=> C00001 + C03161 + C17735
"{u'C00019': -1, u'C00742': -1, u'C19766': 1, u'C00073': 1}",1.62,0.0,1.62,0.33,C00019 + C00742 <=> C00073 + C19766
"{u'C04454': -1, u'C04732': 1, u'C00001': -1, u'C00009': 1}",-13.84,1.23,-30.95,-8.33,C00001 + C04454 <=> C00009 + C04732
"{u'C18042': 1, u'C00006': 1, u'C00005': -1, u'C18041': -1, u'C00080': -1}",-4.0,1.56,-4.0,-0.81,C00005 + C00080 + C18041 <=> C00006 + C18042
"{u'C17203': 1, u'C00398': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1}",-215.93,100000.0,-198.82,-32.1,C00005 + C00007 + C00398 <=> C00001 + C00006 + C17203
"{u'C06613': -1, u'C06614': 1, u'C00001': -1, u'C00080': 2.0}",-107.06,1.15,-107.06,-43.21,C00001 + C06613 <=> 2 C00080 + C06614
"{u'C00019': -1, u'C05688': -1, u'C05689': 1, u'C00021': 1}",-41.64,0.0,-41.64,-8.4,C00019 + C05688 <=> C00021 + C05689
"{u'C00080': -1, u'C00006': 1, u'C00005': -1, u'C03852': 1, u'C03917': -1}",-4.0,1.56,-4.0,-0.81,C00005 + C00080 + C03917 <=> C00006 + C03852
"{u'C00010': 1, u'C00024': -1, u'C03154': 1, u'C00825': -1}",-16.52,1.76,-16.52,-3.33,C00024 + C00825 <=> C00010 + C03154
"{u'C00106': -1, u'C00979': -1, u'C00033': 1, u'C03584': 1}",-13.62,3.68,-13.62,-2.75,C00106 + C00979 <=> C00033 + C03584
"{u'C04052': 1, u'C04186': -1}",-0.0,0.0,-0.0,-0.0,C04186 <=> C04052
"{u'C00055': 1, u'C00475': -1, u'C00015': 1, u'C00075': -1}",-9.03,3.04,-9.03,-1.82,C00075 + C00475 <=> C00015 + C00055
"{u'C00019': -1, u'C00021': 1, u'C05576': -1, u'C05594': 1}",-10.64,100000.0,-10.64,-2.15,C00019 + C05576 <=> C00021 + C05594
"{u'C14098': -1, u'C00122': -1, u'C14115': 1}",-40.46,2.1,-23.35,-6.28,C00122 + C14098 <=> C14115
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C02452': 1, u'C00521': -1, u'C00001': 1}",-392.94,3.13,-375.82,-60.67,C00005 + C00007 + C00080 + C00521 <=> C00001 + C00006 + C02452
"{u'C17214': -1, u'C17215': 1}",6.39,0.65,6.39,2.58,C17214 <=> C17215
"{u'C00007': -1, u'C00011': 1, u'C02775': -1, u'C00108': 1}",-451.04,6.78,-451.04,-91.02,C00007 + C02775 <=> C00011 + C00108
"{u'C00105': 1, u'C00029': -1, u'C19772': 1, u'C17556': -1}",6.54,4.44,6.54,1.32,C00029 + C17556 <=> C00105 + C19772
"{u'C04076': -1, u'C00080': 1, u'C00006': -1, u'C00005': 1, u'C00001': -1, u'C00956': 1}",-44.63,2.89,-44.63,-9.01,C00001 + C00006 + C04076 <=> C00005 + C00080 + C00956
"{u'C14854': 1, u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C00001': 1, u'C14556': -1}",48.12,0.0,65.23,10.53,C00005 + C00007 + C00080 + C14556 <=> C00001 + C00006 + C14854
"{u'C00025': 1, u'C00026': -1, u'C00431': -1, u'C03273': 1}",0.16,1.9,0.16,0.03,C00026 + C00431 <=> C00025 + C03273
"{u'C00084': 1, u'C00007': -1, u'C00001': 1, u'C00088': 1, u'C00061': 1, u'C01847': -1, u'C18091': -1}",-409.73,100000.0,-409.73,-55.12,C00007 + C01847 + C18091 <=> C00001 + C00061 + C00084 + C00088
"{u'C00019': -1, u'C00021': 1, u'C02890': 1, u'C04118': -1}",-10.69,100000.0,-10.69,-2.16,C00019 + C04118 <=> C00021 + C02890
"{u'C00080': -1, u'C00007': -1, u'C00006': 1, u'C00005': -1, u'C16582': 1, u'C07501': -1, u'C00001': 1}",-401.45,3.17,-384.34,-62.05,C00005 + C00007 + C00080 + C07501 <=> C00001 + C00006 + C16582
"{u'C00037': -1, u'C00014': 1, u'C00125': -2.0, u'C00126': 2.0, u'C00080': 2.0, u'C00001': -1, u'C00048': 1}",-22.36,282842.71,-39.47,-4.55,C00001 + C00037 + 2 C00125 <=> C00014 + C00048 + 2 C00080 + 2 C00126
"{u'C06484': 1, u'C00283': 1, u'C00080': -1, u'C00320': -1, u'C00950': -1, u'C00094': 1}",-46.3,0.0,-63.41,-10.24,C00080 + C00320 + C00950 <=> C00094 + C00283 + C06484
"{u'C00007': -1, u'C00027': 1, u'C00124': -1, u'C00001': -1, u'C00880': 1}",-169.14,4.75,-169.14,-34.13,C00001 + C00007 + C00124 <=> C00027 + C00880
"{u'C01327': 1, u'C06615': -1, u'C00001': -1, u'C00222': 1}",-43.27,0.0,-60.38,-16.25,C00001 + C06615 <=> C00222 + C01327
"{u'C18330': -1, u'C00006': 1, u'C00005': -1, u'C00080': -1, u'C18331': 1}",-36.79,0.0,-36.79,-7.43,C00005 + C00080 + C18330 <=> C00006 + C18331
"{u'C00430': -1, u'C03741': 1}",7.72,0.69,7.72,3.12,C00430 <=> C03741
"{u'C08537': -1, u'C08542': 1, u'C17759': -1, u'C00031': 1}",-0.73,1.29,-0.73,-0.15,C08537 + C17759 <=> C00031 + C08542
"{u'C00197': 1, u'C00008': 1, u'C00002': -1, u'C00258': -1}",-12.76,0.64,-12.76,-2.58,C00002 + C00258 <=> C00008 + C00197
"{u'C00007': -1, u'C01059': -1, u'C18232': 1}",-355.11,7.62,-337.99,-90.94,C00007 + C01059 <=> C18232
"{u'C08242': 1, u'C00089': 1, u'C00492': -2.0}",0.97,3.23,0.97,0.2,2 C00492 <=> C00089 + C08242
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C00067': 1, u'C00042': 1, u'C01735': 1, u'C06175': -1}",0.02,0.0,-17.1,-1.97,C00007 + C00026 + C06175 <=> C00011 + C00042 + C00067 + C01735
"{u'C00353': -1, u'C11902': 1}",-205.93,100000.0,-205.93,-83.12,C00353 <=> C11902
"{u'C01548': 1, u'C00084': -1, u'C00001': 1}",0.0,0.0,0.0,0.0,C00084 <=> C00001 + C01548
"{u'C00295': 1, u'C15603': 1, u'C15602': -1, u'C00337': -1}",-84.9,0.0,-84.9,-17.13,C00337 + C15602 <=> C00295 + C15603
"{u'C15548': -1, u'C00663': 1, u'C00009': -1, u'C00031': 1}",7.96,2.2,7.96,1.61,C00009 + C15548 <=> C00031 + C00663
"{u'C00007': -1, u'C01111': -1, u'C05641': 1}",-300.59,7.46,-283.47,-76.28,C00007 + C01111 <=> C05641
"{u'C00011': 1, u'C00026': -1, u'C00007': -1, u'C00001': 2.0, u'C00042': 1, u'C03648': -1, u'C05904': 1}",-77.27,223606.8,-77.27,-10.4,C00007 + C00026 + C03648 <=> 2 C00001 + C00011 + C00042 + C05904
"{u'C17209': -1, u'C00940': 1, u'C00064': -1, u'C17580': 1}",11.1,3.24,11.1,2.24,C00064 + C17209 <=> C00940 + C17580
"{u'C00011': -1, u'C00080': -2.0, u'C05359': -2.0, u'C00001': 1, u'C00237': 1}",84.91,0.0,119.14,24.04,C00011 + 2 C00080 + 2 C05359 <=> C00001 + C00237
"{u'C00007': -1, u'C06440': 1, u'C00027': 1, u'C02779': -1}",-58.8,100000.0,-58.8,-11.87,C00007 + C02779 <=> C00027 + C06440
"{u'C00006': -1, u'C00005': 1, u'C03170': 1, u'C02090': -1, u'C00080': 1}",63.82,11.4,63.82,12.88,C00006 + C02090 <=> C00005 + C00080 + C03170
"{u'C00779': -1, u'C01173': 1, u'C00001': 1}",-58.99,5.28,-58.99,-23.81,C00779 <=> C00001 + C01173
"{u'C00058': 1, u'C15563': -1, u'C00001': -1, u'C01304': 1}",-28.16,5.37,-45.27,-12.18,C00001 + C15563 <=> C00058 + C01304
"{u'C05512': 1, u'C00014': 1, u'C00559': -1, u'C00001': -1}",-18.87,3.37,-35.99,-9.68,C00001 + C00559 <=> C00014 + C05512
"{u'C01269': 1, u'C00009': 1, u'C00074': -1, u'C03175': -1}",-12.79,2.29,-12.79,-2.58,C00074 + C03175 <=> C00009 + C01269
"{u'C13624': -1, u'C00007': -1, u'C13629': 1, u'C00004': -1, u'C00003': 1, u'C00001': 1, u'C00080': -1}",-404.43,5.03,-387.31,-62.53,C00004 + C00007 + C00080 + C13624 <=> C00001 + C00003 + C13629
"{u'C00007': -1, u'C15803': 1, u'C15802': -1, u'C00001': 1}",-340.48,3.26,-323.36,-87.01,C00007 + C15802 <=> C00001 + C15803
"{u'C00007': -1, u'C00011': 1, u'C00544': 1, u'C01179': -1}",-546.67,6.77,-546.67,-110.32,C00007 + C01179 <=> C00011 + C00544
"{u'C00740': 1, u'C00001': -1, u'C00009': 1, u'C02532': -1}",-14.98,2.64,-32.1,-8.64,C00001 + C02532 <=> C00009 + C00740
"{u'C00006': -1, u'C00003': 1, u'C00001': -1, u'C00009': 1}",-13.36,2.98,-30.48,-8.2,C00001 + C00006 <=> C00003 + C00009
"{u'C00025': 1, u'C00251': -1, u'C00064': -1, u'C00108': 1, u'C00022': 1}",-79.35,6.38,-96.47,-15.57,C00064 + C00251 <=> C00022 + C00025 + C00108
